File Name,Error Message
instance_47_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_47_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_47_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_47_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_47_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_48_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_48_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_48_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_48_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_48_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_48_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_48_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_50_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_50_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_50_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_50_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_50_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_50_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_50_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_50_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_50_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_51_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_51_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_51_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_51_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_51_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_51_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_51_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_51_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_52_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_52_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_52_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_52_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_52_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_52_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_52_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_52_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_52_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_53_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_53_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_53_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_53_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_53_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_53_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_53_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_53_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_54_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_54_v6.json,"Sample larger than population or is negative for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_54_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_54_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_54_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_54_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_54_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_54_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_54_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_54_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_54_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_56_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_56_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_56_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_56_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_56_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_56_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_56_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_56_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_56_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_57_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_57_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_57_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_57_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_57_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_57_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_57_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_58_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_58_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_58_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_58_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_58_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_58_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_58_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_58_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_58_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_59_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_59_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_59_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_59_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_59_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_59_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_59_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_59_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_59_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_5_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_5_v6.json,"Sample larger than population or is negative for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_5_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_5_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_5_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_5_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_5_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_5_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_5_v6.json,"String does not contain a date:  for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_5_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_5_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_5_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_60_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_60_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_60_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_60_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_60_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_60_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_60_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_60_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_60_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_61_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_61_v6.json,"Sample larger than population or is negative for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_61_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_61_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_61_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_61_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_61_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_61_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_61_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_61_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_61_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_62_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_62_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_62_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_62_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_62_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_62_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_62_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_62_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_62_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_64_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_64_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_64_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_64_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_64_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_64_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_64_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_64_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_64_v6.json: Unknown string format,"2006-2007 for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_65_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_65_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_65_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_65_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_65_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_65_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_65_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_65_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_66_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_66_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_66_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_66_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_66_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_66_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_66_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_66_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_66_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_67_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_67_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_67_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'average'}"
instance_67_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_67_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_67_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_67_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_67_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_67_v6.json,"list index out of range for template {'template_str': 'What was the [operator] of [source_col_1] when the [source_col_2] [cond_2]?', 'type': 'sum'}"
instance_68_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
instance_68_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_68_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_68_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_68_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_68_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_69_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1]?', 'type': 'counting_1'}"
instance_69_v6.json,"list index out of range for template {'template_str': 'How many [target_col] had [source_col_1] [cond_1] and [source_col_2] [cond_2]?', 'type': 'counting_2'}"
instance_69_v6.json,"list index out of range for template {'template_str': 'What was the [target_col] when the [source_col_1] [cond_1] and the [source_col_2] [cond_2]?', 'type': 'conjunction'}"
instance_69_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], has the [ordinal] largest [source_col_2]?', 'type': 'numerical_ordinal'}"
instance_69_v6.json,"list index out of range for template {'template_str': 'Which [target_col], with [source_col_1] [cond_1], happened the [ordinal] according to [source_col_2]?', 'type': 'temporal_ordinal'}"
instance_69_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'every'}"
instance_69_v6.json,"list index out of range for template {'template_str': 'Does [operator] [target_col], with [source_col_1] [cond_1], have [source_col_2] [cond_2]?', 'type': 'only'}"
instance_70_v6.json,"list index out of range for template {'template_str': 'How many [date] had passed between when the [source_col_1] was [val_1] and when the [source_col_1] was [val_2]?', 'type': 'date_difference'}"
